Domain,AIN,Type,Town,State,Alex confirmed?,Unnamed: 6,found_about,folder_loc_about,found_faq,folder_loc_faq,found_contact,folder_loc_contact,found,folder_loc
bell.ca,None,,,,,,True,./pages/bell.ca/about_page.txt,False,,True,./pages/bell.ca/contact_page.txt,True,./pages/bell.ca/main_page.txt
blumenthallawoffices.com,None,,,,,,True,./pages/blumenthallawoffices.com/about_page.txt,False,,True,./pages/blumenthallawoffices.com/contact_page.txt,True,./pages/blumenthallawoffices.com/main_page.txt
bmellp.com,None,,,,,,False,,False,,True,./pages/bmellp.com/contact_page.txt,True,./pages/bmellp.com/main_page.txt
bsbcpas.com,Busby Sanford Brady CPAs PLC,Finance and Insurance ,Tucson,AZ,,,False,,False,,True,./pages/bsbcpas.com/contact_page.txt,True,./pages/bsbcpas.com/main_page.txt
btatax.com,Barnett-Turner & Associates,Professional Services,Anaheim,CA,Yes,"I'd say this qualifies: they're small, locally focused and provide services to anchors",False,,False,,True,./pages/btatax.com/contact_page.txt,True,./pages/btatax.com/main_page.txt
callforentry.org,None,,,,,,False,,False,,True,./pages/callforentry.org/contact_page.txt,True,./pages/callforentry.org/main_page.txt
catclinicoflawrence.com,Cat Clinic of Lawrence,Healthcare,Lawrence,KT,,,True,./pages/catclinicoflawrence.com/about_page.txt,False,,True,./pages/catclinicoflawrence.com/contact_page.txt,True,./pages/catclinicoflawrence.com/main_page.txt
chadsheppard.ca,None,,,,,,True,./pages/chadsheppard.ca/about_page.txt,False,,True,./pages/chadsheppard.ca/contact_page.txt,True,./pages/chadsheppard.ca/main_page.txt
cityairmechanical.com,None,,,,,,False,,False,,True,./pages/cityairmechanical.com/contact_page.txt,True,./pages/cityairmechanical.com/main_page.txt
commercialfiltersales.com,None,,,,,,False,,False,,True,./pages/commercialfiltersales.com/contact_page.txt,True,./pages/commercialfiltersales.com/main_page.txt
conoverlive.com,None,,,,,,False,,False,,False,,False,
ctxtruck.com,None,,,,,,False,,False,,True,./pages/ctxtruck.com/contact_page.txt,True,./pages/ctxtruck.com/main_page.txt
cvecfiber.com,None,,,,,,True,./pages/cvecfiber.com/about_page.txt,False,,False,,True,./pages/cvecfiber.com/main_page.txt
dakotacommunitybank.com,Dakota Community Bank & Trust,Finance and Insurance ,?,ND,,,True,./pages/dakotacommunitybank.com/about_page.txt,False,,True,./pages/dakotacommunitybank.com/contact_page.txt,True,./pages/dakotacommunitybank.com/main_page.txt
dakotagirlscouts.org,Error,,,,,,False,,False,,False,,True,./pages/dakotagirlscouts.org/main_page.txt
darcorinc.com,DARcor,Community Services,?,,,,True,./pages/darcorinc.com/about_page.txt,False,,True,./pages/darcorinc.com/contact_page.txt,True,./pages/darcorinc.com/main_page.txt
dbacks.com,None,,,,,,False,,True,./pages/dbacks.com/faq_page.txt,True,./pages/dbacks.com/contact_page.txt,True,./pages/dbacks.com/main_page.txt
desertinet.com,None,,,,,,False,,False,,False,,True,./pages/desertinet.com/main_page.txt
dfgusa.com,None,,,,,,True,./pages/dfgusa.com/about_page.txt,False,,True,./pages/dfgusa.com/contact_page.txt,True,./pages/dfgusa.com/main_page.txt
digitalskylines.com,None,,,,,,True,./pages/digitalskylines.com/about_page.txt,False,,True,./pages/digitalskylines.com/contact_page.txt,True,./pages/digitalskylines.com/main_page.txt
distinctivecc.com,None,,,,,,True,./pages/distinctivecc.com/about_page.txt,False,,True,./pages/distinctivecc.com/contact_page.txt,True,./pages/distinctivecc.com/main_page.txt
dolby.com,None ,,,,,,True,./pages/dolby.com/about_page.txt,False,,False,,True,./pages/dolby.com/main_page.txt
duffygroup.com,None,,,,,,True,./pages/duffygroup.com/about_page.txt,False,,True,./pages/duffygroup.com/contact_page.txt,True,./pages/duffygroup.com/main_page.txt
etechservices.com,None,,,,,,True,./pages/etechservices.com/about_page.txt,True,./pages/etechservices.com/faq_page.txt,True,./pages/etechservices.com/contact_page.txt,True,./pages/etechservices.com/main_page.txt
evergreennaturopathic.com,?,Healthcare,Spokane,WA,Yes,Also yes to this: alternative medicine,True,./pages/evergreennaturopathic.com/about_page.txt,True,./pages/evergreennaturopathic.com/faq_page.txt,True,./pages/evergreennaturopathic.com/contact_page.txt,True,./pages/evergreennaturopathic.com/main_page.txt
ez15loan.com,None,,,,,,False,,False,,False,,True,./pages/ez15loan.com/main_page.txt
familyvisionbismarck.com,Family Vision Clinic of Bismarck,Healthcare,Bismarck,ND,,,True,./pages/familyvisionbismarck.com/about_page.txt,False,,True,./pages/familyvisionbismarck.com/contact_page.txt,True,./pages/familyvisionbismarck.com/main_page.txt
faulkner-fain.com,None,,,,,,False,,False,,False,,False,
fhusd.org,Fountain Hills Unified School District,Schools,Fountain Hills,AZ,,,True,./pages/fhusd.org/about_page.txt,False,,True,./pages/fhusd.org/contact_page.txt,True,./pages/fhusd.org/main_page.txt
finscorp.com,None,,,,,,True,./pages/finscorp.com/about_page.txt,False,,False,,True,./pages/finscorp.com/main_page.txt
flavorfactory.net,None,,,,,,True,./pages/flavorfactory.net/about_page.txt,False,,True,./pages/flavorfactory.net/contact_page.txt,True,./pages/flavorfactory.net/main_page.txt
fremontbrewing.com,None,,,,,,False,,False,,False,,True,./pages/fremontbrewing.com/main_page.txt
garlabs.com,GAR Labs,Healthcare,Riverside,CA,,,True,./pages/garlabs.com/about_page.txt,True,./pages/garlabs.com/faq_page.txt,True,./pages/garlabs.com/contact_page.txt,True,./pages/garlabs.com/main_page.txt
globecor.com,None,,,,,,True,./pages/globecor.com/about_page.txt,False,,True,./pages/globecor.com/contact_page.txt,True,./pages/globecor.com/main_page.txt
hansonbriggsadvertising.comhansonbriggsadvertising.com,None,,,,,,False,,False,,False,,False,
hardyboyplant.com,None,,,,,,True,./pages/hardyboyplant.com/about_page.txt,False,,False,,True,./pages/hardyboyplant.com/main_page.txt
heartlandnutrition.org,Heartland Child Nutrition,Healthcare,Bismarck,ND,,,True,./pages/heartlandnutrition.org/about_page.txt,True,./pages/heartlandnutrition.org/faq_page.txt,True,./pages/heartlandnutrition.org/contact_page.txt,True,./pages/heartlandnutrition.org/main_page.txt
hobart-wi.org,Village of Hobart,Government ,Hobart,WI,,,False,,True,./pages/hobart-wi.org/faq_page.txt,True,./pages/hobart-wi.org/contact_page.txt,True,./pages/hobart-wi.org/main_page.txt
htrust.com,Heritage Trust,Community Service ,Taos,NM,,,False,,False,,True,./pages/htrust.com/contact_page.txt,True,./pages/htrust.com/main_page.txt
hughesgroup.biz,None,,,,,,True,./pages/hughesgroup.biz/about_page.txt,False,,True,./pages/hughesgroup.biz/contact_page.txt,True,./pages/hughesgroup.biz/main_page.txt
ironwoodic.com,None,,,,,,True,./pages/ironwoodic.com/about_page.txt,False,,True,./pages/ironwoodic.com/contact_page.txt,True,./pages/ironwoodic.com/main_page.txt
jacksonwhitelaw.com,None,,,,,,True,./pages/jacksonwhitelaw.com/about_page.txt,False,,True,./pages/jacksonwhitelaw.com/contact_page.txt,True,./pages/jacksonwhitelaw.com/main_page.txt
jobberswarehouse.com,None,,,,,,False,,True,./pages/jobberswarehouse.com/faq_page.txt,True,./pages/jobberswarehouse.com/contact_page.txt,True,./pages/jobberswarehouse.com/main_page.txt
k12espanola.org,Española Public School District,Schools,Espanola,NM,,,True,./pages/k12espanola.org/about_page.txt,False,,True,./pages/k12espanola.org/contact_page.txt,True,./pages/k12espanola.org/main_page.txt
kaneenpr.com,None,,,,,,True,./pages/kaneenpr.com/about_page.txt,False,,True,./pages/kaneenpr.com/contact_page.txt,True,./pages/kaneenpr.com/main_page.txt
kendledesign.com,None,,,,,,True,./pages/kendledesign.com/about_page.txt,False,,True,./pages/kendledesign.com/contact_page.txt,True,./pages/kendledesign.com/main_page.txt
kershner.com,None,,,,,,False,,False,,False,,True,./pages/kershner.com/main_page.txt
kfyrtv.com,None,,,,,,True,./pages/kfyrtv.com/about_page.txt,False,,True,./pages/kfyrtv.com/contact_page.txt,True,./pages/kfyrtv.com/main_page.txt
kiit.com,Khalsa International Industries and Trade,Community Services,Albuquerque,,,,True,./pages/kiit.com/about_page.txt,False,,True,./pages/kiit.com/contact_page.txt,True,./pages/kiit.com/main_page.txt
krs-law.com,None,,,,,,True,./pages/krs-law.com/about_page.txt,False,,True,./pages/krs-law.com/contact_page.txt,True,./pages/krs-law.com/main_page.txt
lascumbres-nm.org,"Las Cumbres Community Services, Inc",Community Services,Española,NM,,,True,./pages/lascumbres-nm.org/about_page.txt,False,,True,./pages/lascumbres-nm.org/contact_page.txt,True,./pages/lascumbres-nm.org/main_page.txt
la-z-boyga.com,None,,,,,,False,,False,,False,,False,
legendmortgage.com,None,,,,,,False,,False,,True,./pages/legendmortgage.com/contact_page.txt,True,./pages/legendmortgage.com/main_page.txt
lehmantech.com,None,,,,,,False,,False,,True,./pages/lehmantech.com/contact_page.txt,True,./pages/lehmantech.com/main_page.txt
liftpartsofca.com,None,,,,,,True,./pages/liftpartsofca.com/about_page.txt,False,,True,./pages/liftpartsofca.com/contact_page.txt,True,./pages/liftpartsofca.com/main_page.txt
lmh.org,LMH Health,Healthcare,Lawrence,Kansas,,,True,./pages/lmh.org/about_page.txt,False,,True,./pages/lmh.org/contact_page.txt,True,./pages/lmh.org/main_page.txt
loganlowry.com,None,,,,,,True,./pages/loganlowry.com/about_page.txt,False,,True,./pages/loganlowry.com/contact_page.txt,True,./pages/loganlowry.com/main_page.txt
lrecok.net,None,,,,,,False,,False,,True,./pages/lrecok.net/contact_page.txt,True,./pages/lrecok.net/main_page.txt
maricopa.edu,Maricopa Community Colleges,Higher Education,Maricopa County,AZ,,,False,,False,,False,,False,
mccarthyweston.com,None,,,,,,False,,False,,True,./pages/mccarthyweston.com/contact_page.txt,True,./pages/mccarthyweston.com/main_page.txt
metricroofing.com,None,,,,,,False,,False,,True,./pages/metricroofing.com/contact_page.txt,True,./pages/metricroofing.com/main_page.txt
midco.net,None,,,,,,True,./pages/midco.net/about_page.txt,False,,True,./pages/midco.net/contact_page.txt,True,./pages/midco.net/main_page.txt
mpaa.org,None,?,,,Yes,Not an anchor: trade org representing big corporations,False,,False,,False,,False,
mrtdesignllc.com,None,,,,,,False,,False,,True,./pages/mrtdesignllc.com/contact_page.txt,True,./pages/mrtdesignllc.com/main_page.txt
mslcc.com,None,,,,,,False,,False,,False,,True,./pages/mslcc.com/main_page.txt
multicare.com,MultiCare,Healthcare,Tacoma,WA,Yes,https://www.multicare.org/about-multicare/ - even though its multiple locations they are still in a single area,True,./pages/multicare.com/about_page.txt,False,,True,./pages/multicare.com/contact_page.txt,True,./pages/multicare.com/main_page.txt
multicare.org,MultiCare,Healthcare,Tacoma,WA,Yes,,True,./pages/multicare.org/about_page.txt,False,,True,./pages/multicare.org/contact_page.txt,True,./pages/multicare.org/main_page.txt
myentune.com,None,,,,,,False,,False,,False,,False,
ncswa-nm.org,North Central Solid Waste Authority,Public Utilities and Energy,Española,NM,,,True,./pages/ncswa-nm.org/about_page.txt,False,,True,./pages/ncswa-nm.org/contact_page.txt,True,./pages/ncswa-nm.org/main_page.txt
newmex.com,None,,,,,,True,./pages/newmex.com/about_page.txt,True,./pages/newmex.com/faq_page.txt,True,./pages/newmex.com/contact_page.txt,True,./pages/newmex.com/main_page.txt
nmsurf.com,NM Surf,Local ISP,Santa Fe,NM,Yes,Local ISPs qualify,True,./pages/nmsurf.com/about_page.txt,True,./pages/nmsurf.com/faq_page.txt,True,./pages/nmsurf.com/contact_page.txt,True,./pages/nmsurf.com/main_page.txt
nti-telecom.com,None,?,,,,No: they don't serve consumers,True,./pages/nti-telecom.com/about_page.txt,False,,True,./pages/nti-telecom.com/contact_page.txt,True,./pages/nti-telecom.com/main_page.txt
oliverelectric.com,None,?,,,,http://www.oliverelectric.com/about/ : they seem locally/community focused and small,True,./pages/oliverelectric.com/about_page.txt,False,,True,./pages/oliverelectric.com/contact_page.txt,True,./pages/oliverelectric.com/main_page.txt
onebcg.com,None,,,,,,False,,False,,False,,True,./pages/onebcg.com/main_page.txt
owlinstitute.org,Owl Research Institute,Higher Education,Charlo,MT,,,True,./pages/owlinstitute.org/about_page.txt,True,./pages/owlinstitute.org/faq_page.txt,True,./pages/owlinstitute.org/contact_page.txt,True,./pages/owlinstitute.org/main_page.txt
pbclaw.com,None,,,,,,False,,False,,True,./pages/pbclaw.com/contact_page.txt,True,./pages/pbclaw.com/main_page.txt
pctherapist.us,None,,,,,,True,./pages/pctherapist.us/about_page.txt,False,,True,./pages/pctherapist.us/contact_page.txt,True,./pages/pctherapist.us/main_page.txt
pinalcountyaz.gov,Pinal County,Government,Florence,AZ,,,False,,False,,False,,True,./pages/pinalcountyaz.gov/main_page.txt
pulseusa.com,None,,,,,,True,./pages/pulseusa.com/about_page.txt,False,,True,./pages/pulseusa.com/contact_page.txt,True,./pages/pulseusa.com/main_page.txt
redinetnm.org,REDINet Northern New Mexico's Community Broadband Network,Public Utilities and Energy,Espanola,NM,,,True,./pages/redinetnm.org/about_page.txt,True,./pages/redinetnm.org/faq_page.txt,True,./pages/redinetnm.org/contact_page.txt,True,./pages/redinetnm.org/main_page.txt
rhala.com,None,,,,,,False,,False,,True,./pages/rhala.com/contact_page.txt,True,./pages/rhala.com/main_page.txt
roselawgroup.com,None,,,,,,True,./pages/roselawgroup.com/about_page.txt,False,,True,./pages/roselawgroup.com/contact_page.txt,True,./pages/roselawgroup.com/main_page.txt
santafeopera.org,None,,,,,,False,,True,./pages/santafeopera.org/faq_page.txt,True,./pages/santafeopera.org/contact_page.txt,True,./pages/santafeopera.org/main_page.txt
saultcollege.ca,Sault College,Higher Education,Sault Ste. Marie,ON,,,True,./pages/saultcollege.ca/about_page.txt,True,./pages/saultcollege.ca/faq_page.txt,True,./pages/saultcollege.ca/contact_page.txt,True,./pages/saultcollege.ca/main_page.txt
saultlawyers.com,None,,,,,,False,,False,,True,./pages/saultlawyers.com/contact_page.txt,True,./pages/saultlawyers.com/main_page.txt
sayrelawoffices.com,None,,,,,,False,,False,,False,,False,
scenicspecialties.com,None,,,,,,True,./pages/scenicspecialties.com/about_page.txt,False,,True,./pages/scenicspecialties.com/contact_page.txt,True,./pages/scenicspecialties.com/main_page.txt
shiseido.com,None,,,,,,True,./pages/shiseido.com/about_page.txt,False,,True,./pages/shiseido.com/contact_page.txt,True,./pages/shiseido.com/main_page.txt
siliconplains.net,None,,,,,,True,./pages/siliconplains.net/about_page.txt,False,,True,./pages/siliconplains.net/contact_page.txt,True,./pages/siliconplains.net/main_page.txt
skyspyphotos.com,None,,,,,,True,./pages/skyspyphotos.com/about_page.txt,False,,True,./pages/skyspyphotos.com/contact_page.txt,True,./pages/skyspyphotos.com/main_page.txt
soolaw.ca,None,,,,,,True,./pages/soolaw.ca/about_page.txt,True,./pages/soolaw.ca/faq_page.txt,True,./pages/soolaw.ca/contact_page.txt,True,./pages/soolaw.ca/main_page.txt
southvalleyacademy.org,South Valley Academy,Schools,Albuquerque,NM,,,False,,False,,True,./pages/southvalleyacademy.org/contact_page.txt,True,./pages/southvalleyacademy.org/main_page.txt
sparklight.net,None,,,,,,True,./pages/sparklight.net/about_page.txt,False,,True,./pages/sparklight.net/contact_page.txt,True,./pages/sparklight.net/main_page.txt
spectrum.com,None,,,,,,True,./pages/spectrum.com/about_page.txt,False,,True,./pages/spectrum.com/contact_page.txt,True,./pages/spectrum.com/main_page.txt
stemeng.ca,None,,,,,,False,,False,,False,,False,
stgroup.ca,None,,,,,,False,,False,,False,,False,
stmonicas.com,St. Monica’s,Community Services,Lincoln,NE,,,True,./pages/stmonicas.com/about_page.txt,False,,True,./pages/stmonicas.com/contact_page.txt,True,./pages/stmonicas.com/main_page.txt
sundancedentallab.com,Sundance Dental Laboratory,Healthcare,Scottsdale,AZ,,,False,,False,,True,./pages/sundancedentallab.com/contact_page.txt,True,./pages/sundancedentallab.com/main_page.txt
taoswebb.com,Unexamined,?,,,,"No: I don't think blogs qualify as anchors, even if locally focused",True,./pages/taoswebb.com/about_page.txt,False,,False,,True,./pages/taoswebb.com/main_page.txt
thehrspecialist.com,None,,,,,,True,./pages/thehrspecialist.com/about_page.txt,False,,True,./pages/thehrspecialist.com/contact_page.txt,True,./pages/thehrspecialist.com/main_page.txt
themillergroup.net,None,,,,,,True,./pages/themillergroup.net/about_page.txt,False,,True,./pages/themillergroup.net/contact_page.txt,True,./pages/themillergroup.net/main_page.txt
ubldesign.com,None,,,,,,False,,False,,True,./pages/ubldesign.com/contact_page.txt,True,./pages/ubldesign.com/main_page.txt
uia.net,None,,,,,,True,./pages/uia.net/about_page.txt,False,,True,./pages/uia.net/contact_page.txt,True,./pages/uia.net/main_page.txt
vanderloopshoes.com,None,,,,,,True,./pages/vanderloopshoes.com/about_page.txt,False,,True,./pages/vanderloopshoes.com/contact_page.txt,True,./pages/vanderloopshoes.com/main_page.txt
vtsv.org,The village Taos Ski Valley,Government,Taos Ski Valley,NM,,,True,./pages/vtsv.org/about_page.txt,False,,True,./pages/vtsv.org/contact_page.txt,True,./pages/vtsv.org/main_page.txt
wapatosd.org,Wapato School District,Schools,Wapato,WA,,,False,,False,,False,,True,./pages/wapatosd.org/main_page.txt
warrenconwaylaw.com,None,,,,,,False,,False,,False,,True,./pages/warrenconwaylaw.com/main_page.txt
westaf.org,Western States Arts Federation,Community Services,Denver,Colorado,,,True,./pages/westaf.org/about_page.txt,False,,True,./pages/westaf.org/contact_page.txt,True,./pages/westaf.org/main_page.txt
westernalliancebancorp.com,Western Alliance Bank,Finance and Insurance ,Phoenix,AZ,,,True,./pages/westernalliancebancorp.com/about_page.txt,False,,True,./pages/westernalliancebancorp.com/contact_page.txt,True,./pages/westernalliancebancorp.com/main_page.txt
wickedbroadband.com,None,,,,,,True,./pages/wickedbroadband.com/about_page.txt,True,./pages/wickedbroadband.com/faq_page.txt,True,./pages/wickedbroadband.com/contact_page.txt,True,./pages/wickedbroadband.com/main_page.txt
wishartlaw.com,None,,,,Yes,,True,./pages/wishartlaw.com/about_page.txt,False,,True,./pages/wishartlaw.com/contact_page.txt,True,./pages/wishartlaw.com/main_page.txt
wrccpa.com,None,,,,,,True,./pages/wrccpa.com/about_page.txt,False,,True,./pages/wrccpa.com/contact_page.txt,True,./pages/wrccpa.com/main_page.txt
wynflag.com,None,,,,,,True,./pages/wynflag.com/about_page.txt,True,./pages/wynflag.com/faq_page.txt,True,./pages/wynflag.com/contact_page.txt,True,./pages/wynflag.com/main_page.txt
yanktonsd.com,Unexamined,?,Yankton,SD,Yes,"Ok, this was tricky, but it looks like they're locally focused and driven by mission, for example: https://www.yanktonsd.com/economic-development/workforce-development/",True,./pages/yanktonsd.com/about_page.txt,True,./pages/yanktonsd.com/faq_page.txt,True,./pages/yanktonsd.com/contact_page.txt,True,./pages/yanktonsd.com/main_page.txt
